movieId,title,new_title,genres
42,Dead Presidents,Dead Presidents,Action|Crime|Drama
43,Restoration,Restoration,Drama
44,Mortal Kombat,Mortal Kombat,Action|Adventure|Fantasy
45,To Die For,To Die For,Comedy|Drama|Thriller
46,How to Make an American Quilt,How to Make an American Quilt,Drama|Romance
47,Seven,Seven,Mystery|Thriller
48,Pocahontas,Pocahontas,Animation|Children|Drama|Musical|Romance
49,When Night Is Falling,When Night Is Falling,Drama|Romance
50,"Usual Suspects, The",The Usual Suspects,Crime|Mystery|Thriller
51,Guardian Angel,Guardian Angel,Action|Drama|Thriller
52,Mighty Aphrodite,Mighty Aphrodite,Comedy|Drama|Romance
53,Lamerica,Lamerica,Adventure|Drama
54,"Big Green, The",The Big Green,Children|Comedy
55,Georgia,Georgia,Drama
56,Kids of the Round Table,Kids of the Round Table,Adventure|Children|Comedy|Fantasy
57,Home for the Holidays,Home for the Holidays,Drama
58,"Postman, The",The Postman,Comedy|Drama|Romance
59,"Confessional, The",The Confessional,Drama|Mystery
60,"Indian in the Cupboard, The",The Indian in the Cupboard,Adventure|Children|Fantasy
61,Eye for an Eye,Eye for an Eye,Drama|Thriller
62,Mr. Holland's Opus,Mr. Holland's Opus,Drama
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy|Crime
64,Two if by Sea,Two if by Sea,Comedy|Romance
65,Bio-Dome,Bio-Dome,Comedy
66,Lawnmower Man 2: Beyond Cyberspace,Lawnmower Man 2: Beyond Cyberspace,Action|Sci-Fi|Thriller
67,Two Bits,Two Bits,Drama
68,French Twist,French Twist,Comedy|Romance
69,Friday,Friday,Comedy
70,From Dusk Till Dawn,From Dusk Till Dawn,Action|Comedy|Horror|Thriller
71,Fair Game,Fair Game,Action
72,Kicking and Screaming,Kicking and Screaming,Comedy|Drama
73,"Misérables, Les",Les Misérables,Drama|War
74,Bed of Roses,Bed of Roses,Drama|Romance
75,Big Bully,Big Bully,Comedy|Drama
76,Screamers,Screamers,Action|Sci-Fi|Thriller
77,Nico Icon,Nico Icon,Documentary
78,"Crossing Guard, The",The Crossing Guard,Action|Crime|Drama|Thriller
79,"Juror, The",The Juror,Drama|Thriller
80,"White Balloon, The",The White Balloon,Children|Drama
81,Things to Do in Denver When You're Dead,Things to Do in Denver When You're Dead,Crime|Drama|Romance
82,Antonia's Line,Antonia's Line,Comedy|Drama
83,Once Upon a Time... When We Were Colored,Once Upon a Time... When We Were Colored,Drama|Romance
84,Last Summer in the Hamptons,Last Summer in the Hamptons,Comedy|Drama
85,Angels and Insects,Angels and Insects,Drama|Romance
86,White Squall,White Squall,Action|Adventure|Drama
87,Dunston Checks In,Dunston Checks In,Children|Comedy
88,Black Sheep,Black Sheep,Comedy
89,Nick of Time,Nick of Time,Action|Thriller
90,The Journey of August King,The Journey of August King,Drama
92,Mary Reilly,Mary Reilly,Drama|Horror|Thriller
93,Vampire in Brooklyn,Vampire in Brooklyn,Comedy|Horror|Romance
94,Beautiful Girls,Beautiful Girls,Comedy|Drama|Romance
95,Broken Arrow,Broken Arrow,Action|Adventure|Thriller
96,In the Bleak Midwinter,In the Bleak Midwinter,Comedy|Drama
97,Hate,Hate,Crime|Drama
98,Shopping,Shopping,Action|Thriller
99,Heidi Fleiss: Hollywood Madam,Heidi Fleiss: Hollywood Madam,Documentary
100,City Hall,City Hall,Drama|Thriller
101,Bottle Rocket,Bottle Rocket,Adventure|Comedy|Crime|Romance
102,Mr. Wrong,Mr. Wrong,Comedy
103,Unforgettable,Unforgettable,Mystery|Sci-Fi|Thriller
104,Happy Gilmore,Happy Gilmore,Comedy
105,"Bridges of Madison County, The",The Bridges of Madison County,Drama|Romance
106,Nobody Loves Me,Nobody Loves Me,Comedy|Drama
107,Muppet Treasure Island,Muppet Treasure Island,Adventure|Children|Comedy|Musical
108,Catwalk,Catwalk,Documentary
109,Headless Body in Topless Bar,Headless Body in Topless Bar,Comedy|Drama|Thriller
110,Braveheart,Braveheart,Action|Drama|War
111,Taxi Driver,Taxi Driver,Crime|Drama|Thriller
112,Rumble in the Bronx,Rumble in the Bronx,Action|Adventure|Comedy|Crime
113,Before and After,Before and After,Drama|Mystery
114,Margaret's Museum,Margaret's Museum,Drama
115,Happiness Is in the Field,Happiness Is in the Field,Comedy
116,Anne Frank Remembered,Anne Frank Remembered,Documentary
117,"Young Poisoner's Handbook, The",The Young Poisoner's Handbook,Crime|Drama
118,If Lucy Fell,If Lucy Fell,Comedy|Romance
119,"Steal Big, Steal Little",Steal Big Steal Little,Comedy
120,Race the Sun,Race the Sun,Adventure|Comedy|Drama
121,"Boys of St. Vincent, The",The Boys of St. Vincent,Drama
122,Boomerang,Boomerang,Comedy|Romance
123,Chungking Express,Chungking Express,Drama|Mystery|Romance
124,"Star Maker, The",The Star Maker,Drama
125,Flirting With Disaster,Flirting With Disaster,Comedy
126,"NeverEnding Story III, The",The NeverEnding Story III,Adventure|Children|Fantasy
127,"Silences of the Palace, The",The Silences of the Palace,Drama
128,Jupiter's Wife,Jupiter's Wife,Documentary
129,Pie in the Sky,Pie in the Sky,Comedy|Romance
130,Angela,Angela,Drama
131,Frankie Starlight,Frankie Starlight,Drama|Romance
132,Jade,Jade,Thriller
133,Nueba Yol,Nueba Yol,Comedy|Drama
134,Sonic Outlaws,Sonic Outlaws,Documentary
135,Down Periscope,Down Periscope,Comedy
136,From the Journals of Jean Seberg,From the Journals of Jean Seberg,Documentary
137,Man of the Year,Man of the Year,Documentary
138,"Neon Bible, The",The Neon Bible,Drama
139,Target,Target,Action|Drama
140,Up Close and Personal,Up Close and Personal,Drama|Romance
141,"Birdcage, The",The Birdcage,Comedy
142,Shadows,Shadows,Drama
143,Gospa,Gospa,Drama
144,"Brothers McMullen, The",The Brothers McMullen,Comedy
145,Bad Boys,Bad Boys,Action|Comedy|Crime|Drama|Thriller
146,"Amazing Panda Adventure, The",The Amazing Panda Adventure,Adventure|Children
147,"Basketball Diaries, The",The Basketball Diaries,Drama
148,"Awfully Big Adventure, An",An Awfully Big Adventure,Drama
149,Amateur,Amateur,Crime|Drama|Thriller
150,Apollo 13,Apollo 13,Adventure|Drama|IMAX
151,Rob Roy,Rob Roy,Action|Drama|Romance|War
152,"Addiction, The",The Addiction,Drama|Horror
153,Batman Forever,Batman Forever,Action|Adventure|Comedy|Crime
154,Beauty of the Day,Beauty of the Day,Drama
155,Beyond Rangoon,Beyond Rangoon,Adventure|Drama|War
156,Blue in the Face,Blue in the Face,Comedy|Drama
157,Canadian Bacon,Canadian Bacon,Comedy|War
158,Casper,Casper,Adventure|Children
159,Clockers,Clockers,Crime|Drama|Mystery
160,Congo,Congo,Action|Adventure|Mystery|Sci-Fi
161,Crimson Tide,Crimson Tide,Drama|Thriller|War
162,Crumb,Crumb,Documentary
163,Desperado,Desperado,Action|Romance|Western
164,Devil in a Blue Dress,Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller
165,Die Hard: With a Vengeance,Die Hard: With a Vengeance,Action|Crime|Thriller
166,"Doom Generation, The",The Doom Generation,Comedy|Crime|Drama
167,Feast of July,Feast of July,Drama
168,First Knight,First Knight,Action|Drama|Romance
169,Free Willy 2: The Adventure Home,Free Willy 2: The Adventure Home,Adventure|Children|Drama
170,Hackers,Hackers,Action|Adventure|Crime|Thriller
171,Jeffrey,Jeffrey,Comedy|Drama
172,Johnny Mnemonic,Johnny Mnemonic,Action|Sci-Fi|Thriller
173,Judge Dredd,Judge Dredd,Action|Crime|Sci-Fi
174,Jury Duty,Jury Duty,Comedy
175,Kids,Kids,Drama
176,Living in Oblivion,Living in Oblivion,Comedy
177,Lord of Illusions,Lord of Illusions,Horror
178,Love & Human Remains,Love & Human Remains,Comedy|Drama
179,Mad Love,Mad Love,Drama|Romance
180,Mallrats,Mallrats,Comedy|Romance
181,Mighty Morphin Power Rangers: The Movie,Mighty Morphin Power Rangers: The Movie,Action|Children
182,Moonlight and Valentino,Moonlight and Valentino,Drama|Romance
183,Mute Witness,Mute Witness,Comedy|Horror|Thriller
184,Nadja,Nadja,Drama
185,"Net, The",The Net,Action|Crime|Thriller
186,Nine Months,Nine Months,Comedy|Romance
187,Party Girl,Party Girl,Comedy
188,"Prophecy, The",The Prophecy,Fantasy|Horror|Mystery
189,Reckless,Reckless,Comedy|Fantasy
190,Safe,Safe,Thriller
191,"Scarlet Letter, The",The Scarlet Letter,Drama|Romance
192,The Show,The Show,Documentary
193,Showgirls,Showgirls,Drama
194,Smoke,Smoke,Comedy|Drama
195,Something to Talk About,Something to Talk About,Comedy|Drama|Romance
196,Species,Species,Horror|Sci-Fi
197,"Stars Fell on Henrietta, The",The Stars Fell on Henrietta,Drama
198,Strange Days,Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller
199,"Umbrellas of Cherbourg, The",The Umbrellas of Cherbourg,Drama|Musical|Romance
200,"Tie That Binds, The",The Tie That Binds,Thriller
201,Three Wishes,Three Wishes,Drama|Fantasy
202,Total Eclipse,Total Eclipse,Drama|Romance
203,"To Wong Foo, Thanks for Everything! Julie Newmar",To Wong Foo Thanks for Everything! Julie Newmar,Comedy
204,Under Siege 2: Dark Territory,Under Siege 2: Dark Territory,Action
205,Unstrung Heroes,Unstrung Heroes,Comedy|Drama
206,Unzipped,Unzipped,Documentary
207,"Walk in the Clouds, A",A Walk in the Clouds,Drama|Romance
208,Waterworld,Waterworld,Action|Adventure|Sci-Fi
209,White Man's Burden,White Man's Burden,Drama
210,Wild Bill,Wild Bill,Western
211,"Browning Version, The",The Browning Version,Drama
212,Bushwhacked,Bushwhacked,Adventure|Comedy|Crime|Mystery
213,Burnt by the Sun,Burnt by the Sun,Drama
214,Before the Rain,Before the Rain,Drama|War
215,Before Sunrise,Before Sunrise,Drama|Romance
216,Billy Madison,Billy Madison,Comedy
217,"Babysitter, The",The Babysitter,Drama|Thriller
218,Boys on the Side,Boys on the Side,Comedy|Drama
219,"Cure, The",The Cure,Drama
220,Castle Freak,Castle Freak,Horror
222,Circle of Friends,Circle of Friends,Drama|Romance
223,Clerks,Clerks,Comedy
224,Don Juan DeMarco,Don Juan DeMarco,Comedy|Drama|Romance
225,Disclosure,Disclosure,Drama|Thriller
226,Dream Man,Dream Man,Thriller
227,Drop Zone,Drop Zone,Action|Thriller
228,Destiny Turns on the Radio,Destiny Turns on the Radio,Comedy
229,Death and the Maiden,Death and the Maiden,Drama|Thriller
230,Dolores Claiborne,Dolores Claiborne,Drama|Thriller
231,Dumb & Dumber,Dumb & Dumber,Adventure|Comedy
232,Eat Drink Man Woman,Eat Drink Man Woman,Comedy|Drama|Romance
233,Exotica,Exotica,Drama
234,Exit to Eden,Exit to Eden,Comedy
235,Ed Wood,Ed Wood,Comedy|Drama
236,French Kiss,French Kiss,Action|Comedy|Romance
237,Forget Paris,Forget Paris,Comedy|Romance
238,Far From Home: The Adventures of Yellow Dog,Far From Home: The Adventures of Yellow Dog,Adventure|Children
239,"Goofy Movie, A",A Goofy Movie,Animation|Children|Comedy|Romance
240,Hideaway,Hideaway,Thriller
241,Fluke,Fluke,Children|Drama
242,Farinelli: il castrato,Farinelli: il castrato,Drama|Musical
243,Gordy,Gordy,Children|Comedy|Fantasy
244,Gumby: The Movie,Gumby: The Movie,Animation|Children
245,The Glass Shield,The Glass Shield,Crime|Drama
246,Hoop Dreams,Hoop Dreams,Documentary
247,Heavenly Creatures,Heavenly Creatures,Crime|Drama
248,Houseguest,Houseguest,Comedy
249,Immortal Beloved,Immortal Beloved,Drama|Romance
250,Heavyweights,Heavyweights,Children|Comedy
251,"Hunted, The",The Hunted,Action
252,I.Q.,I.Q.,Comedy|Romance
253,Interview with the Vampire: The Vampire Chronicles,Interview with the Vampire: The Vampire Chronicles,Drama|Horror
254,Jefferson in Paris,Jefferson in Paris,Drama
255,"Jerky Boys, The",The Jerky Boys,Comedy
256,Junior,Junior,Comedy|Sci-Fi
257,Just Cause,Just Cause,Mystery|Thriller
258,"Kid in King Arthur's Court, A",A Kid in King Arthur's Court,Adventure|Children|Comedy|Fantasy|Romance
259,Kiss of Death,Kiss of Death,Crime|Drama|Thriller
260,Star Wars: Episode IV - A New Hope,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi
261,Little Women,Little Women,Drama
262,"Little Princess, A",A Little Princess,Children|Drama
263,Ladybird Ladybird,Ladybird Ladybird,Drama
264,"Enfer, L'",Enfer L',Drama
265,Like Water for Chocolate,Like Water for Chocolate,Drama|Fantasy|Romance
266,Legends of the Fall,Legends of the Fall,Drama|Romance|War|Western
267,Major Payne,Major Payne,Comedy
268,Little Odessa,Little Odessa,Crime|Drama
269,My Crazy Life,My Crazy Life,Drama
270,Love Affair,Love Affair,Drama|Romance
271,Losing Isaiah,Losing Isaiah,Drama
272,"Madness of King George, The",The Madness of King George,Comedy|Drama
273,Mary Shelley's Frankenstein,Mary Shelley's Frankenstein,Drama|Horror|Sci-Fi
274,Man of the House,Man of the House,Comedy
275,Mixed Nuts,Mixed Nuts,Comedy
276,Milk Money,Milk Money,Comedy|Romance
277,Miracle on 34th Street,Miracle on 34th Street,Drama
278,Miami Rhapsody,Miami Rhapsody,Comedy
279,My Family,My Family,Drama
280,Murder in the First,Murder in the First,Drama|Thriller
281,Nobody's Fool,Nobody's Fool,Comedy|Drama|Romance
282,Nell,Nell,Drama
283,New Jersey Drive,New Jersey Drive,Crime|Drama
284,New York Cop,New York Cop,Action|Crime
285,Beyond Bedlam,Beyond Bedlam,Drama|Horror
286,Nemesis 2: Nebula,Nemesis 2: Nebula,Action|Sci-Fi|Thriller
287,Nina Takes a Lover,Nina Takes a Lover,Comedy|Romance
288,Natural Born Killers,Natural Born Killers,Action|Crime|Thriller
289,Only You,Only You,Comedy|Romance
290,Once Were Warriors,Once Were Warriors,Crime|Drama
292,Outbreak,Outbreak,Action|Drama|Sci-Fi|Thriller
293,Léon: The Professional,Léon: The Professional,Action|Crime|Drama|Thriller
294,"Perez Family, The",The Perez Family,Comedy|Romance
295,"Pyromaniac's Love Story, A",A Pyromaniac's Love Story,Comedy|Romance
296,Pulp Fiction,Pulp Fiction,Comedy|Crime|Drama|Thriller
297,Panther,Panther,Drama
298,Pushing Hands,Pushing Hands,Drama
299,Priest,Priest,Drama
300,Quiz Show,Quiz Show,Drama
301,Picture Bride,Picture Bride,Drama|Romance
302,Queen Margot,Queen Margot,Drama|Romance
303,"Quick and the Dead, The",The Quick and the Dead,Action|Thriller|Western
304,Roommates,Roommates,Comedy|Drama
305,Ready to Wear,Ready to Wear,Comedy
306,Three Colors: Red,Three Colors: Red,Drama
307,Three Colors: Blue,Three Colors: Blue,Drama
308,Three Colors: White,Three Colors: White,Comedy|Drama
309,"Red Firecracker, Green Firecracker",Red Firecracker Green Firecracker,Drama
310,Rent-a-Kid,Rent-a-Kid,Comedy
311,Relative Fear,Relative Fear,Horror|Thriller
312,Stuart Saves His Family,Stuart Saves His Family,Comedy
313,"Swan Princess, The",The Swan Princess,Animation|Children
314,"Secret of Roan Inish, The",The Secret of Roan Inish,Children|Drama|Fantasy|Mystery
315,"Specialist, The",The Specialist,Action|Drama|Thriller
316,Stargate,Stargate,Action|Adventure|Sci-Fi
317,"Santa Clause, The",The Santa Clause,Comedy|Drama|Fantasy
318,"Shawshank Redemption, The",The Shawshank Redemption,Crime|Drama
319,Shallow Grave,Shallow Grave,Comedy|Drama|Thriller
320,Suture,Suture,Film-Noir|Thriller
321,Strawberry and Chocolate,Strawberry and Chocolate,Drama
322,Swimming with Sharks,Swimming with Sharks,Comedy|Drama
324,"Sum of Us, The",The Sum of Us,Comedy|Drama
325,National Lampoon's Senior Trip,National Lampoon's Senior Trip,Comedy
326,To Live,To Live,Drama
327,Tank Girl,Tank Girl,Action|Comedy|Sci-Fi
328,Tales from the Crypt Presents: Demon Knight,Tales from the Crypt Presents: Demon Knight,Horror|Thriller
329,Star Trek: Generations,Star Trek: Generations,Adventure|Drama|Sci-Fi
330,Tales from the Hood,Tales from the Hood,Action|Crime|Horror
331,Tom & Viv,Tom & Viv,Drama
332,Village of the Damned,Village of the Damned,Horror|Sci-Fi
333,Tommy Boy,Tommy Boy,Comedy
334,Vanya on 42nd Street,Vanya on 42nd Street,Drama
335,Underneath,Underneath,Mystery|Thriller
336,"Walking Dead, The",The Walking Dead,Drama|War
337,What's Eating Gilbert Grape,What's Eating Gilbert Grape,Drama
338,Virtuosity,Virtuosity,Action|Sci-Fi|Thriller
339,While You Were Sleeping,While You Were Sleeping,Comedy|Romance
340,"War, The",The War,Adventure|Drama|War
341,Double Happiness,Double Happiness,Drama
342,Muriel's Wedding,Muriel's Wedding,Comedy
343,"Baby-Sitters Club, The",The Baby-Sitters Club,Children
344,Ace Ventura: Pet Detective,Ace Ventura: Pet Detective,Comedy
345,"Adventures of Priscilla, Queen of the Desert, The",The Adventures of Priscilla Queen of the Desert,Comedy|Drama
346,Backbeat,Backbeat,Drama|Musical
347,Bitter Moon,Bitter Moon,Drama|Film-Noir|Romance
348,Bullets Over Broadway,Bullets Over Broadway,Comedy
349,Clear and Present Danger,Clear and Present Danger,Action|Crime|Drama|Thriller
350,"Client, The",The Client,Drama|Mystery|Thriller
351,"Corrina, Corrina",Corrina Corrina,Comedy|Drama|Romance
352,Crooklyn,Crooklyn,Comedy|Drama
353,"Crow, The",The Crow,Action|Crime|Fantasy|Thriller
354,Cobb,Cobb,Drama
355,"Flintstones, The",The Flintstones,Children|Comedy|Fantasy
356,Forrest Gump,Forrest Gump,Comedy|Drama|Romance|War
357,Four Weddings and a Funeral,Four Weddings and a Funeral,Comedy|Romance
358,Higher Learning,Higher Learning,Drama
359,I Like It Like That,I Like It Like That,Comedy|Drama|Romance
360,I Love Trouble,I Love Trouble,Action|Comedy
361,It Could Happen to You,It Could Happen to You,Comedy|Drama|Romance
362,"Jungle Book, The",The Jungle Book,Adventure|Children|Romance
363,"Wonderful, Horrible Life of Leni Riefenstahl, The",The Wonderful Horrible Life of Leni Riefenstahl,Documentary
364,"Lion King, The",The Lion King,Adventure|Animation|Children|Drama|Musical|IMAX
365,Little Buddha,Little Buddha,Drama
366,Wes Craven's New Nightmare,Wes Craven's New Nightmare,Drama|Horror|Mystery|Thriller
367,"Mask, The",The Mask,Action|Comedy|Crime|Fantasy
368,Maverick,Maverick,Adventure|Comedy|Western
369,Mrs. Parker and the Vicious Circle,Mrs. Parker and the Vicious Circle,Drama
370,Naked Gun 33 1/3: The Final Insult,Naked Gun 33 1/3: The Final Insult,Action|Comedy
371,"Paper, The",The Paper,Comedy|Drama
372,Reality Bites,Reality Bites,Comedy|Drama|Romance
373,Red Rock West,Red Rock West,Thriller
374,Richie Rich,Richie Rich,Children|Comedy
375,Safe Passage,Safe Passage,Drama
376,"River Wild, The",The River Wild,Action|Thriller
377,Speed,Speed,Action|Romance|Thriller
378,Speechless,Speechless,Comedy|Romance
379,Timecop,Timecop,Action|Sci-Fi|Thriller
380,True Lies,True Lies,Action|Adventure|Comedy|Romance|Thriller
381,When a Man Loves a Woman,When a Man Loves a Woman,Drama|Romance
382,Wolf,Wolf,Drama|Horror|Romance|Thriller
383,Wyatt Earp,Wyatt Earp,Western
384,Bad Company,Bad Company,Action|Crime|Drama
385,"Man of No Importance, A",A Man of No Importance,Drama
386,S.F.W.,S.F.W.,Drama
387,"Low Down Dirty Shame, A",A Low Down Dirty Shame,Action|Comedy
388,Boys Life,Boys Life,Drama
389,"Colonel Chabert, Le",Le Colonel Chabert,Drama|Romance|War
390,Faster Pussycat! Kill! Kill!,Faster Pussycat! Kill! Kill!,Action|Crime|Drama
391,Jason's Lyric,Jason's Lyric,Crime|Drama
392,"Secret Adventures of Tom Thumb, The",The Secret Adventures of Tom Thumb,Adventure|Animation
393,Street Fighter,Street Fighter,Action|Adventure|Fantasy
394,Coldblooded,Coldblooded,Comedy
395,Desert Winds,Desert Winds,Drama|Fantasy|Romance
396,Fall Time,Fall Time,Drama
397,"Fear, The",The Fear,Horror
398,Frank and Ollie,Frank and Ollie,Documentary
399,Girl in the Cadillac,Girl in the Cadillac,Drama
400,Homage,Homage,Drama
401,Mirage,Mirage,Action|Thriller
402,Open Season,Open Season,Comedy
403,Two Crimes,Two Crimes,Comedy|Crime|Drama
404,Brother Minister: The Assassination of Malcolm X,Brother Minister: The Assassination of Malcolm X,Documentary
405,Highlander III: The Sorcerer,Highlander III: The Sorcerer,Action|Fantasy
406,Federal Hill,Federal Hill,Drama
407,In the Mouth of Madness,In the Mouth of Madness,Horror|Thriller
408,8 Seconds,8 Seconds,Drama
409,Above the Rim,Above the Rim,Crime|Drama
410,Addams Family Values,Addams Family Values,Children|Comedy|Fantasy
411,Martin Lawrence: You So Crazy,Martin Lawrence: You So Crazy,Comedy|Documentary
412,"Age of Innocence, The",The Age of Innocence,Drama
413,Airheads,Airheads,Comedy
414,"Air Up There, The",The Air Up There,Comedy
415,Another Stakeout,Another Stakeout,Comedy|Thriller
416,Bad Girls,Bad Girls,Western
417,Barcelona,Barcelona,Comedy|Romance
418,Being Human,Being Human,Drama
419,"Beverly Hillbillies, The",The Beverly Hillbillies,Comedy
420,Beverly Hills Cop III,Beverly Hills Cop III,Action|Comedy|Crime|Thriller
421,Black Beauty,Black Beauty,Adventure|Children|Drama
422,Blink,Blink,Thriller
423,Blown Away,Blown Away,Action|Thriller
424,Blue Chips,Blue Chips,Drama
425,Blue Sky,Blue Sky,Drama|Romance
426,Body Snatchers,Body Snatchers,Horror|Sci-Fi|Thriller
427,Boxing Helena,Boxing Helena,Drama|Mystery|Romance|Thriller
428,"Bronx Tale, A",A Bronx Tale,Drama
429,Cabin Boy,Cabin Boy,Comedy
430,Calendar Girl,Calendar Girl,Comedy|Drama
431,Carlito's Way,Carlito's Way,Crime|Drama
432,City Slickers II: The Legend of Curly's Gold,City Slickers II: The Legend of Curly's Gold,Adventure|Comedy|Western
433,Clean Slate,Clean Slate,Comedy
434,Cliffhanger,Cliffhanger,Action|Adventure|Thriller
435,Coneheads,Coneheads,Comedy|Sci-Fi
436,Color of Night,Color of Night,Drama|Thriller
437,Cops and Robbersons,Cops and Robbersons,Comedy
438,"Cowboy Way, The",The Cowboy Way,Action|Comedy|Drama
439,Dangerous Game,Dangerous Game,Drama
440,Dave,Dave,Comedy|Romance
441,Dazed and Confused,Dazed and Confused,Comedy
442,Demolition Man,Demolition Man,Action|Adventure|Sci-Fi
443,"Endless Summer 2, The",The Endless Summer 2,Adventure|Documentary
444,Even Cowgirls Get the Blues,Even Cowgirls Get the Blues,Comedy|Romance
445,Fatal Instinct,Fatal Instinct,Comedy
446,Farewell My Concubine,Farewell My Concubine,Drama|Romance
447,"Favor, The",The Favor,Comedy|Romance
448,Fearless,Fearless,Drama
449,Fear of a Black Hat,Fear of a Black Hat,Comedy
450,With Honors,With Honors,Comedy|Drama
451,Flesh and Bone,Flesh and Bone,Drama|Mystery|Romance
452,Widows' Peak,Widows' Peak,Drama
453,For Love or Money,For Love or Money,Comedy|Romance
454,"Firm, The",The Firm,Drama|Thriller
455,Free Willy,Free Willy,Adventure|Children|Drama
456,Fresh,Fresh,Crime|Drama|Thriller
457,"Fugitive, The",The Fugitive,Thriller
458,Geronimo: An American Legend,Geronimo: An American Legend,Drama|Western
459,"Getaway, The",The Getaway,Action|Adventure|Crime|Drama|Romance|Thriller
460,Getting Even with Dad,Getting Even with Dad,Comedy
461,Go Fish,Go Fish,Drama|Romance
462,"Good Man in Africa, A",A Good Man in Africa,Action|Adventure
463,Guilty as Sin,Guilty as Sin,Crime|Drama|Thriller
464,Hard Target,Hard Target,Action|Adventure|Crime|Thriller
465,Heaven & Earth,Heaven & Earth,Action|Drama|War
466,Hot Shots! Part Deux,Hot Shots! Part Deux,Action|Comedy|War
467,Live Nude Girls,Live Nude Girls,Comedy
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The",The Englishman Who Went Up a Hill But Came Down a Mountain,Comedy|Romance
469,"House of the Spirits, The",The House of the Spirits,Drama|Romance
470,House Party 3,House Party 3,Comedy
471,"Hudsucker Proxy, The",The Hudsucker Proxy,Comedy
472,I'll Do Anything,I'll Do Anything,Comedy|Drama
473,In the Army Now,In the Army Now,Comedy|War
474,In the Line of Fire,In the Line of Fire,Action|Thriller
475,In the Name of the Father,In the Name of the Father,Drama
476,"Inkwell, The",The Inkwell,Comedy|Drama
477,What's Love Got to Do with It?,What's Love Got to Do with It?,Drama|Musical
478,Jimmy Hollywood,Jimmy Hollywood,Comedy|Crime|Drama
479,Judgment Night,Judgment Night,Action|Crime|Thriller
480,Jurassic Park,Jurassic Park,Action|Adventure|Sci-Fi|Thriller
481,Kalifornia,Kalifornia,Drama|Thriller
482,Killing Zoe,Killing Zoe,Crime|Drama|Thriller
483,King of the Hill,King of the Hill,Drama
484,Lassie,Lassie,Adventure|Children
485,Last Action Hero,Last Action Hero,Action|Adventure|Comedy|Fantasy
486,Life with Mikey,Life with Mikey,Comedy
487,Lightning Jack,Lightning Jack,Comedy|Western
488,M. Butterfly,M. Butterfly,Drama|Romance
489,Made in America,Made in America,Comedy
490,Malice,Malice,Thriller
491,"Man Without a Face, The",The Man Without a Face,Drama
492,Manhattan Murder Mystery,Manhattan Murder Mystery,Comedy|Mystery
493,Menace II Society,Menace II Society,Action|Crime|Drama
494,Executive Decision,Executive Decision,Action|Adventure|Thriller
495,In the Realm of the Senses,In the Realm of the Senses,Drama
496,What Happened Was...,What Happened Was...,Comedy|Drama|Romance|Thriller
